会员ID,性别,会员等级,注册渠道,年龄,职业,所在城市,家庭阶段,是否付费会员
C3138,男,普通,App自然注册,22,企业职员,武汉,二人世界,否
C3139,男,银卡,App自然注册,37,互联网从业,其他,多口之家,否
C3140,男,普通,社群裂变,35,其他,广州,三口之家,否
C3141,女,银卡,App自然注册,22,自由职业,杭州,二人世界,否
C3142,女,普通,线下扫码,40,企业职员,其他,三口之家,否
C3143,女,银卡,App自然注册,27,学生,青岛,多口之家,否
C3144,女,普通,地推活动,35,企业职员,其他,二人世界,否
C3145,女,银卡,微信小程序,36,企业职员,天津,三口之家,否
C3146,男,金卡,地推活动,41,企业职员,重庆,二人世界,是
C3147,男,金卡,地推活动,33,企业职员,成都,单身青年,否
C3148,男,普通,微信小程序,31,学生,苏州,银发族,否
C3149,女,普通,微信小程序,28,企业职员,郑州,三口之家,否
C3150,女,普通,微信小程序,42,全职主妇,青岛,三口之家,否
C3151,男,普通,微信小程序,35,企业职员,成都,多口之家,否
C3152,女,普通,社群裂变,39,服务业,杭州,二人世界,否
C3153,女,银卡,App自然注册,48,企业职员,上海,三口之家,否
C3154,男,普通,地推活动,44,服务业,其他,银发族,否
C3155,女,普通,微信小程序,30,企业职员,成都,二人世界,否
C3156,男,普通,App自然注册,27,全职主妇,重庆,银发族,否
C3157,男,普通,App自然注册,46,企业职员,深圳,三口之家,否
C3158,男,普通,App自然注册,41,企业职员,其他,银发族,否
C3159,男,金卡,地推活动,36,企业职员,深圳,二人世界,是
C3160,男,普通,微信小程序,36,其他,上海,多口之家,否
C3161,女,银卡,线下扫码,42,其他,杭州,二人世界,否
C3162,男,金卡,线下扫码,29,全职主妇,上海,多口之家,是
C3163,男,普通,微信小程序,39,企业职员,天津,三口之家,否
C3164,男,金卡,微信小程序,27,服务业,西安,银发族,是
C3165,男,金卡,App自然注册,35,企业职员,其他,三口之家,是
C3166,女,银卡,外卖平台导流,27,公务员,上海,多口之家,否
C3167,男,普通,App自然注册,28,企业职员,深圳,二人世界,否
C3168,女,普通,App自然注册,25,企业职员,南京,单身青年,否
C3169,女,普通,App自然注册,22,企业职员,北京,三口之家,否
C3170,男,普通,外卖平台导流,37,学生,北京,二人世界,否
C3171,男,银卡,App自然注册,25,全职主妇,西安,单身青年,否
C3172,男,银卡,App自然注册,25,互联网从业,广州,多口之家,否
C3173,女,普通,社群裂变,48,企业职员,杭州,单身青年,否
C3174,男,银卡,App自然注册,32,互联网从业,南京,单身青年,否
C3175,女,银卡,社群裂变,24,互联网从业,上海,单身青年,否
C3176,女,普通,社群裂变,38,学生,长沙,二人世界,否
C3177,男,普通,地推活动,31,企业职员,西安,单身青年,否
C3178,男,金卡,微信小程序,34,企业职员,北京,二人世界,是
C3179,女,普通,社群裂变,48,其他,西安,二人世界,否
C3180,女,普通,外卖平台导流,36,服务业,青岛,银发族,否
C3181,男,普通,App自然注册,43,其他,北京,二人世界,否
C3182,男,普通,App自然注册,24,其他,长沙,二人世界,否
C3183,女,银卡,社群裂变,29,公务员,成都,银发族,否
C3184,男,普通,外卖平台导流,28,其他,南京,银发族,否
C3185,女,普通,社群裂变,25,学生,其他,三口之家,否
C3186,男,金卡,线下扫码,40,互联网从业,苏州,二人世界,是
C3187,女,普通,社群裂变,37,互联网从业,成都,银发族,否
C3188,女,普通,社群裂变,44,企业职员,长沙,三口之家,否
C3189,女,普通,外卖平台导流,34,服务业,北京,多口之家,否
C3190,男,普通,微信小程序,35,企业职员,南京,二人世界,否
C3191,男,普通,线下扫码,46,学生,上海,单身青年,否
C3192,男,金卡,外卖平台导流,33,学生,苏州,三口之家,否
C3193,男,普通,微信小程序,33,学生,北京,二人世界,否
C3194,女,金卡,App自然注册,32,企业职员,天津,多口之家,是
C3195,女,银卡,微信小程序,43,自由职业,上海,银发族,否
C3196,男,银卡,线下扫码,28,互联网从业,广州,二人世界,否
C3197,男,普通,外卖平台导流,35,全职主妇,南京,多口之家,否
C3198,男,黑金,微信小程序,22,全职主妇,成都,银发族,是
C3199,男,金卡,App自然注册,22,互联网从业,深圳,多口之家,是
C3200,女,金卡,App自然注册,43,其他,杭州,单身青年,是
C3201,女,银卡,App自然注册,25,自由职业,其他,多口之家,否
C3202,女,普通,社群裂变,37,企业职员,西安,银发族,否
C3203,女,普通,线下扫码,29,学生,上海,多口之家,否
C3204,女,银卡,社群裂变,33,学生,上海,银发族,否
C3205,男,金卡,外卖平台导流,32,企业职员,重庆,单身青年,是
C3206,女,普通,微信小程序,34,企业职员,苏州,三口之家,否
C3207,男,普通,微信小程序,33,企业职员,苏州,三口之家,否
C3208,男,黑金,外卖平台导流,28,自由职业,武汉,单身青年,是
C3209,男,普通,App自然注册,36,企业职员,长沙,三口之家,否
C3210,女,普通,App自然注册,36,全职主妇,西安,三口之家,否
C3211,女,普通,外卖平台导流,33,企业职员,苏州,三口之家,否
C3212,男,金卡,微信小程序,34,公务员,深圳,单身青年,否
C3213,男,银卡,社群裂变,31,其他,其他,银发族,否
C3214,女,普通,线下扫码,22,互联网从业,上海,多口之家,否
C3215,男,普通,微信小程序,42,学生,南京,二人世界,否
C3216,女,金卡,App自然注册,34,全职主妇,上海,多口之家,是
C3217,女,普通,App自然注册,41,全职主妇,北京,二人世界,否
C3218,男,银卡,线下扫码,48,其他,上海,二人世界,否
C3219,男,普通,社群裂变,40,企业职员,北京,三口之家,否
C3220,女,普通,微信小程序,31,其他,郑州,三口之家,否
C3221,男,银卡,社群裂变,32,服务业,上海,单身青年,否
C3222,男,普通,线下扫码,22,全职主妇,北京,单身青年,否
C3223,男,金卡,社群裂变,39,企业职员,重庆,二人世界,否
C3224,男,金卡,外卖平台导流,34,全职主妇,广州,多口之家,否
C3225,女,普通,微信小程序,33,企业职员,成都,二人世界,否
C3226,男,普通,微信小程序,25,其他,广州,单身青年,否
C3227,女,金卡,App自然注册,32,企业职员,广州,三口之家,是
C3228,女,银卡,外卖平台导流,26,自由职业,武汉,三口之家,否
C3229,男,黑金,社群裂变,43,全职主妇,上海,二人世界,是
C3230,男,普通,微信小程序,48,互联网从业,上海,多口之家,否
C3231,男,普通,社群裂变,41,企业职员,青岛,二人世界,否
C3232,男,普通,线下扫码,38,企业职员,上海,单身青年,否
C3233,男,银卡,地推活动,34,全职主妇,武汉,单身青年,否
C3234,女,银卡,微信小程序,32,服务业,广州,二人世界,否
C3235,男,普通,社群裂变,36,企业职员,长沙,三口之家,否
C3236,男,普通,微信小程序,37,企业职员,深圳,多口之家,否
C3237,女,普通,社群裂变,41,其他,西安,三口之家,否
C3238,女,普通,线下扫码,34,互联网从业,北京,三口之家,否
C3239,女,银卡,微信小程序,38,企业职员,西安,银发族,否
C3240,女,银卡,微信小程序,33,全职主妇,其他,三口之家,否
C3241,男,普通,App自然注册,35,全职主妇,青岛,单身青年,否
C3242,女,普通,App自然注册,36,企业职员,南京,单身青年,否
C3243,男,普通,App自然注册,25,互联网从业,武汉,单身青年,否
C3244,男,银卡,社群裂变,40,自由职业,西安,银发族,否
C3245,女,普通,线下扫码,48,自由职业,杭州,三口之家,否
C3246,女,普通,App自然注册,27,企业职员,郑州,三口之家,否
C3247,女,普通,App自然注册,30,互联网从业,长沙,单身青年,否
C3248,女,普通,线下扫码,35,服务业,杭州,二人世界,否
C3249,男,普通,外卖平台导流,40,企业职员,青岛,银发族,否
C3250,男,普通,社群裂变,38,企业职员,深圳,单身青年,否
C3251,女,普通,微信小程序,48,公务员,苏州,三口之家,否
C3252,女,普通,微信小程序,40,企业职员,重庆,三口之家,否
C3253,女,普通,微信小程序,39,企业职员,上海,二人世界,否
C3254,女,银卡,微信小程序,39,企业职员,成都,多口之家,否
C3255,女,普通,微信小程序,46,全职主妇,广州,单身青年,否
C3256,女,普通,社群裂变,41,互联网从业,南京,三口之家,否
C3257,女,银卡,外卖平台导流,40,自由职业,成都,多口之家,否
C3258,女,普通,线下扫码,31,服务业,武汉,多口之家,否
C3259,男,银卡,外卖平台导流,48,企业职员,深圳,单身青年,否
C3260,女,金卡,线下扫码,38,服务业,北京,银发族,否
C3261,男,普通,线下扫码,35,企业职员,长沙,三口之家,否
C3262,男,普通,微信小程序,29,全职主妇,广州,二人世界,否
C3263,女,银卡,微信小程序,38,全职主妇,上海,银发族,否
C3264,男,普通,App自然注册,31,自由职业,武汉,银发族,否
C3265,女,普通,App自然注册,36,互联网从业,西安,多口之家,否
C3266,女,普通,App自然注册,33,学生,深圳,三口之家,否
C3267,女,银卡,社群裂变,33,互联网从业,重庆,三口之家,否
C3268,男,银卡,微信小程序,32,互联网从业,上海,三口之家,否
C3269,男,普通,微信小程序,26,服务业,武汉,二人世界,否
C3270,女,普通,微信小程序,30,服务业,其他,单身青年,否
C3271,男,普通,线下扫码,27,公务员,长沙,二人世界,否
C3272,女,普通,地推活动,22,自由职业,杭州,单身青年,否
C3273,女,普通,社群裂变,43,企业职员,上海,三口之家,否
C3274,女,普通,App自然注册,28,互联网从业,西安,三口之家,否
C3275,男,普通,外卖平台导流,43,公务员,天津,三口之家,否
C3276,女,普通,线下扫码,40,自由职业,上海,银发族,否
C3277,男,金卡,App自然注册,35,全职主妇,广州,三口之家,是
C3278,女,普通,App自然注册,37,全职主妇,成都,单身青年,否
C3279,女,普通,App自然注册,36,服务业,杭州,银发族,否
C3280,男,普通,App自然注册,38,互联网从业,北京,二人世界,否
C3281,女,银卡,线下扫码,38,全职主妇,其他,银发族,否
C3282,女,金卡,外卖平台导流,38,企业职员,上海,单身青年,是
C3283,男,普通,微信小程序,42,学生,天津,多口之家,否
C3284,男,银卡,App自然注册,42,其他,长沙,二人世界,否
C3285,女,普通,外卖平台导流,30,自由职业,深圳,三口之家,否
C3286,女,普通,外卖平台导流,46,企业职员,其他,三口之家,否
C3287,女,普通,App自然注册,36,互联网从业,北京,三口之家,否
C3288,女,银卡,外卖平台导流,48,服务业,武汉,单身青年,否
C3289,男,普通,App自然注册,36,企业职员,苏州,多口之家,否
C3290,女,普通,线下扫码,41,全职主妇,西安,银发族,否
C3291,男,普通,外卖平台导流,33,学生,深圳,三口之家,否
C3292,男,普通,App自然注册,27,公务员,北京,三口之家,否
C3293,男,银卡,外卖平台导流,41,服务业,天津,单身青年,否
C3294,男,普通,外卖平台导流,45,公务员,成都,二人世界,否
C3295,男,普通,外卖平台导流,31,服务业,北京,三口之家,否
C3296,女,普通,外卖平台导流,39,互联网从业,其他,三口之家,否
C3297,女,普通,线下扫码,25,学生,武汉,三口之家,否
C3298,女,普通,微信小程序,44,企业职员,北京,三口之家,否
C3299,男,普通,App自然注册,33,企业职员,上海,三口之家,否
C3300,男,普通,线下扫码,33,服务业,杭州,三口之家,否
C3301,男,普通,微信小程序,34,学生,上海,单身青年,否
C3302,男,普通,App自然注册,38,企业职员,北京,三口之家,否
C3303,女,普通,社群裂变,37,互联网从业,深圳,银发族,否
C3304,女,普通,App自然注册,28,服务业,南京,三口之家,否
C3305,女,银卡,微信小程序,36,互联网从业,深圳,三口之家,否
C3306,男,普通,微信小程序,25,企业职员,郑州,二人世界,否
C3307,女,银卡,外卖平台导流,30,互联网从业,天津,三口之家,否
C3308,男,普通,App自然注册,37,企业职员,广州,单身青年,否
C3309,男,普通,微信小程序,27,公务员,北京,多口之家,否
C3310,女,银卡,社群裂变,31,企业职员,上海,三口之家,否
C3311,女,普通,地推活动,45,学生,西安,单身青年,否
C3312,女,普通,App自然注册,38,公务员,北京,银发族,否
C3313,男,普通,线下扫码,25,企业职员,天津,单身青年,否
C3314,女,普通,线下扫码,48,服务业,深圳,单身青年,否
C3315,男,普通,社群裂变,29,其他,其他,单身青年,否
C3316,男,普通,线下扫码,27,企业职员,广州,多口之家,否
C3317,女,普通,App自然注册,48,全职主妇,重庆,单身青年,否
C3318,男,普通,线下扫码,39,自由职业,郑州,多口之家,否
C3319,男,银卡,地推活动,31,企业职员,西安,三口之家,否
C3320,男,普通,外卖平台导流,43,全职主妇,其他,三口之家,否
C3321,男,普通,线下扫码,25,公务员,苏州,单身青年,否
C3322,女,普通,微信小程序,39,企业职员,深圳,多口之家,否
C3323,女,普通,社群裂变,30,服务业,深圳,三口之家,否
C3324,女,普通,App自然注册,25,学生,深圳,三口之家,否
C3325,男,金卡,App自然注册,35,全职主妇,重庆,三口之家,是
C3326,男,普通,微信小程序,42,企业职员,成都,三口之家,否
C3327,女,普通,线下扫码,24,企业职员,青岛,多口之家,否
C3328,男,普通,App自然注册,26,企业职员,西安,二人世界,否
C3329,女,银卡,App自然注册,44,学生,北京,三口之家,否
C3330,男,普通,外卖平台导流,34,互联网从业,成都,三口之家,否
C3331,男,普通,线下扫码,29,服务业,上海,单身青年,否
C3332,女,金卡,外卖平台导流,39,自由职业,重庆,单身青年,否
C3333,男,普通,App自然注册,30,自由职业,北京,三口之家,否
C3334,男,银卡,社群裂变,32,服务业,上海,单身青年,否
C3335,男,黑金,App自然注册,23,服务业,重庆,二人世界,是
C3336,男,普通,App自然注册,31,学生,上海,三口之家,否
C3337,女,金卡,微信小程序,40,企业职员,重庆,多口之家,是
C3338,女,普通,外卖平台导流,37,其他,深圳,多口之家,否
C3339,女,普通,社群裂变,40,企业职员,北京,三口之家,否
C3340,女,普通,社群裂变,37,企业职员,南京,银发族,否
C3341,女,普通,线下扫码,30,互联网从业,重庆,三口之家,否
C3342,女,普通,微信小程序,48,服务业,其他,三口之家,否
C3343,男,普通,外卖平台导流,34,互联网从业,北京,单身青年,否
C3344,女,普通,社群裂变,26,全职主妇,成都,银发族,否
C3345,男,普通,微信小程序,31,企业职员,其他,单身青年,否
