订单ID,关联事件ID,会员ID,商品ID,门店ID,订单日期,订单金额_元,商品成本_元,毛利_元,促销ID,订单渠道,购买数量,配送时长_分钟,履约时长_分钟
O015706,E0200794,C2857,S087,28,2023-11-30,24.41,15.6,8.81,P02,App到家,1,17,17
O015707,E0200798,B0352,S044,8,2023-11-30,28.86,17.99,10.87,P03,小程序到家,1,18,20
O015708,E0200811,B2271,S027,8,2023-11-30,31.43,22.42,9.01,P04,小程序到家,1,54,45
O015709,E0200816,C5749,S009,8,2023-11-30,9.9,4.29,5.61,P02,小程序到家,1,21,14
O015710,E0200834,C1255,S068,14,2023-11-30,12.34,7.15,5.19,P02,门店自提,1,14,12
O015711,E0200847,B2654,S074,39,2023-11-30,18.61,10.36,8.25,P04,小程序到家,1,36,32
O015712,E0200876,C3532,S014,18,2023-11-30,32.62,20.77,11.85,P01,第三方外卖,2,21,19
O015713,E0200883,B0574,S094,40,2023-11-30,38.54,23.54,15.0,P01,小程序到家,2,25,17
O015714,E0200905,C8282,S023,26,2023-11-30,21.88,14.45,7.43,P01,App到家,1,30,18
O015715,E0200909,C0766,S002,15,2023-11-30,9.9,3.3,6.6,P01,小程序到家,1,21,24
O015716,E0200915,C0317,S052,37,2023-11-30,29.73,20.71,9.02,P07,小程序到家,2,26,20
O015717,E0200920,C1298,S005,1,2023-11-30,9.9,1.89,8.01,P01,小程序到家,1,12,15
O015718,E0200922,C5350,S096,23,2023-11-30,14.66,7.7,6.96,P03,门店自提,1,14,15
O015719,E0200923,C9118,S010,12,2023-11-30,18.86,11.34,7.52,P05,小程序到家,2,15,13
O015720,E0200926,B3846,S070,27,2023-11-30,22.11,13.08,9.03,P03,第三方外卖,1,48,38
O015721,E0200946,C2489,S070,35,2023-12-01,22.69,13.08,9.61,P01,小程序到家,1,35,28
O015722,E0200981,C5994,S079,4,2023-12-01,9.9,3.58,6.32,P01,小程序到家,1,14,10
O015723,E0201023,B2749,S020,27,2023-12-01,33.53,23.54,9.99,P03,App到家,1,35,25
O015724,E0201032,B0433,S094,23,2023-12-01,19.0,11.77,7.23,P01,门店自提,1,12,12
O015725,E0201049,B3080,S082,29,2023-12-01,33.58,15.82,17.76,P01,门店堂食,2,54,37
O015726,E0201055,C5784,S086,14,2023-12-01,28.91,18.24,10.67,P03,门店自提,1,27,23
O015727,E0201081,B2036,S070,40,2023-12-01,21.71,13.08,8.63,P01,App到家,1,16,14
O015728,E0201119,C1886,S041,39,2023-12-01,12.54,7.07,5.47,P01,小程序到家,1,14,11
O015729,E0201123,C6424,S056,20,2023-12-01,26.88,16.8,10.08,P02,小程序到家,1,58,37
O015730,E0201130,C9333,S006,13,2023-12-01,25.32,13.91,11.41,P02,App到家,2,54,50
O015731,E0201132,C1640,S007,7,2023-12-01,9.9,2.53,7.37,P05,第三方外卖,1,15,19
O015732,E0201164,C7605,S003,27,2023-12-01,19.22,10.75,8.47,P03,小程序到家,2,30,26
O015733,E0201165,C7380,S071,19,2023-12-01,25.76,17.49,8.27,P03,门店自提,1,13,10
O015734,E0201171,C9253,S090,26,2023-12-01,26.81,15.81,11.0,P03,App到家,1,12,17
O015735,E0201172,C1399,S013,39,2023-12-01,37.98,25.2,12.78,P01,门店自提,2,15,10
O015736,E0201195,C7511,S082,36,2023-12-01,9.9,7.91,1.99,P06,小程序到家,1,25,22
O015737,E0201200,A518,S083,1,2023-12-01,9.9,5.2,4.7,P08,门店自提,1,25,26
O015738,E0201202,C8697,S051,36,2023-12-01,15.13,8.35,6.78,P02,App到家,1,32,20
O015739,E0201227,B0313,S042,24,2023-12-01,15.43,8.93,6.5,P01,小程序到家,1,15,10
O015740,E0201229,A144,S090,5,2023-12-01,25.78,15.81,9.97,P01,小程序到家,1,12,11
O015741,E0201243,B2995,S080,1,2023-12-01,22.7,13.88,8.82,P02,门店自提,1,22,21
O015742,E0201244,B0442,S004,18,2023-12-01,9.9,2.65,7.25,P03,门店自提,1,15,18
O015743,E0201246,B1741,S015,17,2023-12-01,65.86,46.36,19.5,P01,App到家,1,44,24
O015744,E0201248,A343,S031,10,2023-12-01,102.26,77.0,25.26,P02,小程序到家,2,18,15
O015745,E0201249,B2277,S082,34,2023-12-01,16.16,7.91,8.25,P01,门店自提,1,22,20
O015746,E0201265,B1986,S068,24,2023-12-01,12.46,7.15,5.31,P05,小程序到家,1,28,15
O015747,E0201266,B0238,S008,36,2023-12-01,9.9,3.99,5.91,P03,小程序到家,1,17,10
O015748,E0201270,C3887,S069,14,2023-12-01,29.66,17.4,12.26,P01,门店自提,1,13,11
O015749,E0201288,B3419,S040,31,2023-12-01,18.52,10.3,8.22,P02,门店自提,1,20,10
O015750,E0201317,C9186,S083,22,2023-12-01,9.9,5.2,4.7,P05,第三方外卖,1,18,10
O015751,E0201320,B2285,S014,18,2023-12-01,13.3,10.38,2.92,P07,门店自提,1,30,21
O015752,E0201377,C3354,S079,40,2023-12-01,14.4,7.17,7.23,P01,第三方外卖,2,61,49
O015753,E0201386,C8064,S024,5,2023-12-01,17.65,11.66,5.99,P03,小程序到家,1,17,15
O015754,E0201387,C9107,S029,39,2023-12-01,102.72,83.52,19.2,P03,门店自提,3,17,19
O015755,E0201409,C2464,S071,18,2023-12-01,26.72,17.49,9.23,P08,小程序到家,1,16,10
O015756,E0201453,B1840,S062,29,2023-12-01,32.39,18.54,13.85,P03,门店自提,1,28,20
O015757,E0201459,C7243,S063,6,2023-12-01,146.55,86.52,60.03,P04,App到家,3,12,14
O015758,E0201501,B0470,S015,23,2023-12-01,65.46,46.36,19.1,P03,App到家,1,12,12
O015759,E0201509,C3034,S019,33,2023-12-01,28.4,19.61,8.79,P03,App到家,1,13,14
O015760,E0201522,B0292,S058,3,2023-12-01,39.26,23.76,15.5,P03,第三方外卖,2,18,14
O015761,E0201524,C6142,S071,13,2023-12-01,25.73,17.49,8.24,P05,门店自提,1,23,14
O015762,E0201552,B2022,S021,17,2023-12-02,32.12,21.73,10.39,P04,App到家,1,37,19
O015763,E0201558,A303,S067,17,2023-12-02,9.9,4.2,5.7,P01,App到家,2,17,13
O015764,E0201598,C9690,S079,35,2023-12-02,9.9,3.58,6.32,P04,App到家,1,24,16
O015765,E0201603,C5665,S003,23,2023-12-02,9.9,5.38,4.52,P01,App到家,1,24,18
O015766,E0201613,C3969,S004,34,2023-12-02,9.9,2.65,7.25,P02,小程序到家,1,12,10
O015767,E0201621,B3030,S072,40,2023-12-02,18.46,11.86,6.6,P01,App到家,1,30,32
O015768,E0201626,A054,S054,5,2023-12-02,40.42,28.08,12.34,P01,门店自提,1,56,37
O015769,E0201628,C3242,S068,2,2023-12-02,24.52,14.3,10.22,P03,门店堂食,2,14,12
O015770,E0201635,C8809,S093,34,2023-12-02,15.42,8.64,6.78,P03,门店堂食,1,23,17
O015771,E0201643,B2658,S094,37,2023-12-02,19.45,11.77,7.68,P04,小程序到家,1,41,23
O015772,E0201647,C3524,S093,40,2023-12-02,31.24,17.28,13.96,P04,小程序到家,2,16,10
O015773,E0201652,B3510,S053,3,2023-12-02,45.85,30.24,15.61,P01,门店堂食,1,21,19
O015774,E0201657,C7461,S043,37,2023-12-02,19.08,24.2,-5.12,P06,小程序到家,1,18,10
O015775,E0201671,C0650,S071,2,2023-12-02,41.79,34.98,6.81,P07,小程序到家,2,25,25
O015776,E0201685,C1940,S046,31,2023-12-02,63.62,38.88,24.74,P04,第三方外卖,2,39,32
O015777,E0201697,A576,S075,22,2023-12-02,34.01,22.55,11.46,P02,App到家,1,29,20
O015778,E0201709,C4712,S069,33,2023-12-02,29.39,17.4,11.99,P01,小程序到家,1,67,53
O015779,E0201723,C0433,S035,21,2023-12-02,15.72,9.5,6.22,P02,第三方外卖,1,65,42
O015780,E0201746,C8991,S015,8,2023-12-02,65.13,46.36,18.77,P03,第三方外卖,1,12,10
O015781,E0201777,C0471,S098,18,2023-12-02,19.38,10.3,9.08,P03,门店堂食,1,27,13
O015782,E0201790,B0299,S002,36,2023-12-02,9.9,3.3,6.6,P01,小程序到家,1,26,13
O015783,E0201792,C4112,S002,20,2023-12-02,9.9,3.3,6.6,P02,门店自提,1,22,15
O015784,E0201819,C2465,S031,22,2023-12-02,115.12,77.0,38.12,P08,小程序到家,2,13,10
O015785,E0201831,C0666,S043,38,2023-12-02,38.66,24.2,14.46,P01,门店自提,1,25,23
O015786,E0201852,C0173,S099,31,2023-12-02,12.57,6.24,6.33,P01,门店堂食,1,29,27
O015787,E0201862,B1810,S006,8,2023-12-02,12.54,6.96,5.58,P06,App到家,1,48,37
O015788,E0201873,C4264,S024,17,2023-12-02,18.08,11.66,6.42,P04,门店自提,1,24,14
O015789,E0201888,B3521,S003,12,2023-12-02,9.9,5.38,4.52,P01,App到家,1,29,17
O015790,E0201889,B0915,S095,2,2023-12-02,85.11,55.2,29.91,P08,App到家,3,46,38
O015791,E0201915,C1304,S029,19,2023-12-02,103.47,83.52,19.95,P03,门店自提,3,30,30
O015792,E0201920,C1884,S016,16,2023-12-02,12.3,7.34,4.96,P03,App到家,1,34,19
O015793,E0201931,B3095,S003,7,2023-12-02,9.9,5.38,4.52,P03,App到家,1,54,44
O015794,E0201963,C1932,S079,5,2023-12-02,21.54,10.75,10.79,P05,App到家,3,19,16
O015795,E0201964,C2654,S007,13,2023-12-02,9.9,2.53,7.37,P01,门店自提,1,30,29
O015796,E0201974,C8042,S034,22,2023-12-02,18.7,11.45,7.25,P01,小程序到家,1,12,10
O015797,E0201978,C0104,S096,1,2023-12-02,29.54,15.4,14.14,P01,门店自提,2,26,27
O015798,E0201981,B1476,S075,4,2023-12-02,71.04,45.1,25.94,P01,门店堂食,2,17,16
O015799,E0201985,B1364,S046,13,2023-12-02,31.53,19.44,12.09,P01,门店自提,1,16,11
O015800,E0202000,B2864,S069,15,2023-12-02,28.74,17.4,11.34,P05,小程序到家,1,49,25
O015801,E0202009,C8377,S023,28,2023-12-02,22.41,14.45,7.96,P01,小程序到家,1,27,18
O015802,E0202015,C5736,S016,33,2023-12-02,25.02,14.69,10.33,P03,小程序到家,2,29,23
O015803,E0202029,C0975,S062,1,2023-12-02,31.63,18.54,13.09,P04,第三方外卖,1,18,12
O015804,E0202032,C6995,S034,32,2023-12-02,18.05,11.45,6.6,P03,App到家,1,40,28
O015805,E0202035,B0172,S044,38,2023-12-02,22.82,17.99,4.83,P07,门店自提,1,17,16
O015806,E0202048,A512,S079,38,2023-12-02,9.9,3.58,6.32,P02,门店自提,1,19,20
O015807,E0202053,C8836,S082,1,2023-12-02,16.75,7.91,8.84,P01,App到家,1,40,22
O015808,E0202089,C9665,S080,8,2023-12-02,22.51,13.88,8.63,P01,小程序到家,1,21,23
O015809,E0202105,C3428,S077,15,2023-12-02,19.73,11.77,7.96,P05,门店自提,1,24,19
O015810,E0202122,B2640,S021,30,2023-12-02,32.29,21.73,10.56,P02,门店堂食,1,23,16
O015811,E0202127,B3470,S074,17,2023-12-02,18.73,10.36,8.37,P01,App到家,1,17,13
O015812,E0202130,C5812,S070,12,2023-12-02,43.94,26.16,17.78,P03,门店堂食,2,24,14
O015813,E0202136,C5198,S075,3,2023-12-02,36.22,22.55,13.67,P02,小程序到家,1,23,19
O015814,E0202140,A353,S032,28,2023-12-02,16.44,10.26,6.18,P01,小程序到家,1,48,29
O015815,E0202141,C2029,S049,36,2023-12-02,43.78,23.94,19.84,P03,门店自提,2,25,17
O015816,E0202153,C0332,S007,36,2023-12-02,9.9,2.53,7.37,P03,小程序到家,1,20,20
O015817,E0202160,A240,S002,14,2023-12-02,9.9,3.3,6.6,P01,App到家,1,22,14
O015818,E0202161,B0060,S010,6,2023-12-02,19.46,11.34,8.12,P06,门店自提,2,30,27
O015819,E0202164,C8880,S016,15,2023-12-02,12.42,7.34,5.08,P01,门店堂食,1,21,21
O015820,E0202165,C0605,S015,34,2023-12-02,134.8,92.72,42.08,P01,小程序到家,2,30,21
O015821,E0202174,C1555,S004,12,2023-12-02,9.9,2.65,7.25,P03,门店自提,1,20,17
O015822,E0202180,C5963,S072,22,2023-12-02,18.05,11.86,6.19,P01,小程序到家,1,21,20
O015823,E0202199,C9001,S063,5,2023-12-02,49.16,28.84,20.32,P01,小程序到家,1,13,13
O015824,E0202207,C0349,S057,9,2023-12-02,22.68,14.04,8.64,P02,App到家,1,19,13
O015825,E0202213,C5366,S081,12,2023-12-02,14.82,7.8,7.02,P03,小程序到家,1,14,13
O015826,E0202240,C0740,S047,7,2023-12-02,9.9,5.89,4.01,P07,App到家,1,12,10
O015827,E0202255,C9597,S085,33,2023-12-02,12.31,6.7,5.61,P01,App到家,1,19,23
O015828,E0202257,C1409,S098,40,2023-12-02,19.11,10.3,8.81,P01,门店自提,1,18,10
O015829,E0202266,C1389,S036,37,2023-12-02,29.46,18.38,11.08,P03,第三方外卖,1,51,39
O015830,E0202268,C1171,S052,14,2023-12-02,18.23,10.36,7.87,P05,小程序到家,1,18,20
O015831,E0202289,C9483,S065,38,2023-12-03,12.42,8.24,4.18,P07,门店堂食,1,25,18
O015832,E0202296,B2508,S051,37,2023-12-03,15.38,8.35,7.03,P02,App到家,1,13,15
O015833,E0202324,B1297,S057,15,2023-12-03,18.69,14.04,4.65,P07,小程序到家,1,40,35
O015834,E0202333,A494,S020,35,2023-12-03,69.26,47.08,22.18,P01,小程序到家,2,26,21
O015835,E0202348,B3896,S020,34,2023-12-03,69.22,47.08,22.14,P01,小程序到家,2,19,14
O015836,E0202362,A202,S092,33,2023-12-03,9.9,4.66,5.24,P01,App到家,2,15,17
O015837,E0202383,C9765,S071,19,2023-12-03,25.93,17.49,8.44,P02,App到家,1,14,10
O015838,E0202392,C0742,S040,34,2023-12-03,18.08,10.3,7.78,P03,App到家,1,49,42
O015839,E0202394,B2090,S030,17,2023-12-03,90.66,64.98,25.68,P01,门店自提,2,52,39
O015840,E0202411,C2030,S098,34,2023-12-03,19.62,10.3,9.32,P01,门店自提,1,29,20
O015841,E0202425,C3194,S082,6,2023-12-03,31.22,15.82,15.4,P01,App到家,2,17,14
O015842,E0202443,B2747,S079,26,2023-12-03,9.9,3.58,6.32,P03,App到家,1,15,18
O015843,E0202459,C7644,S049,17,2023-12-03,45.8,23.94,21.86,P03,门店自提,2,19,10
O015844,E0202464,A288,S100,4,2023-12-03,31.59,20.17,11.42,P01,门店自提,1,28,17
O015845,E0202474,A561,S003,16,2023-12-03,19.02,10.75,8.27,P03,App到家,2,35,33
O015846,E0202477,C8236,S046,10,2023-12-03,65.42,38.88,26.54,P03,App到家,2,18,10
O015847,E0202494,C7306,S090,40,2023-12-03,53.26,31.61,21.65,P01,第三方外卖,2,19,11
O015848,E0202495,C0567,S017,5,2023-12-03,14.8,8.18,6.62,P02,第三方外卖,1,28,12
O015849,E0202506,B3261,S078,10,2023-12-03,36.88,19.57,17.31,P06,App到家,2,60,41
O015850,E0202509,A285,S098,2,2023-12-03,19.53,10.3,9.23,P06,App到家,1,51,42
O015851,E0202516,C8703,S035,6,2023-12-03,15.11,9.5,5.61,P03,App到家,1,16,10
O015852,E0202527,B2363,S045,6,2023-12-03,34.33,22.0,12.33,P01,第三方外卖,1,30,25
O015853,E0202537,C6592,S042,17,2023-12-03,24.26,17.85,6.41,P07,门店自提,2,25,10
O015854,E0202548,B3662,S089,8,2023-12-03,20.94,13.08,7.86,P06,门店堂食,1,12,10
O015855,E0202561,C2270,S020,3,2023-12-03,14.61,23.54,-8.93,P06,App到家,1,52,32
O015856,E0202565,A237,S045,11,2023-12-03,34.96,22.0,12.96,P03,小程序到家,1,48,27
O015857,E0202584,C9611,S072,6,2023-12-03,18.14,11.86,6.28,P01,第三方外卖,1,53,42
O015858,E0202627,C8225,S050,9,2023-12-03,58.14,34.02,24.12,P01,App到家,3,28,23
O015859,E0202629,C7606,S089,15,2023-12-03,42.96,26.16,16.8,P01,第三方外卖,2,38,27
O015860,E0202634,B3990,S095,32,2023-12-03,57.74,36.8,20.94,P04,第三方外卖,2,57,50
O015861,E0202640,C6102,S047,3,2023-12-03,12.42,5.89,6.53,P03,门店自提,1,23,11
O015862,E0202648,C4138,S023,35,2023-12-03,22.32,14.45,7.87,P02,App到家,1,64,40
O015863,E0202660,C8069,S016,8,2023-12-03,36.99,22.03,14.96,P04,门店堂食,3,30,19
O015864,E0202677,A254,S065,6,2023-12-03,15.17,8.24,6.93,P01,App到家,1,50,44
O015865,E0202679,C3897,S098,34,2023-12-03,19.48,10.3,9.18,P01,门店堂食,1,22,17
O015866,E0202712,B1056,S010,27,2023-12-03,9.9,5.67,4.23,P02,App到家,1,26,23
O015867,E0202748,B0927,S049,11,2023-12-03,22.85,11.97,10.88,P01,第三方外卖,1,20,18
O015868,E0202771,C3178,S078,14,2023-12-03,17.38,9.79,7.59,P02,小程序到家,1,30,25
O015869,E0202772,B3177,S019,40,2023-12-03,28.86,19.61,9.25,P02,小程序到家,1,12,10
O015870,E0202790,B2159,S044,10,2023-12-03,55.74,35.97,19.77,P01,App到家,2,35,27
O015871,E0202812,A365,S028,36,2023-12-03,82.22,56.45,25.77,P02,小程序到家,3,19,15
O015872,E0202818,A056,S069,37,2023-12-03,85.65,52.2,33.45,P01,小程序到家,3,54,39
O015873,E0202856,B1955,S091,32,2023-12-03,20.46,10.56,9.9,P02,门店自提,3,15,10
O015874,E0202905,C6317,S035,3,2023-12-03,15.71,9.5,6.21,P01,小程序到家,1,67,58
O015875,E0202906,C2701,S066,28,2023-12-03,9.9,2.78,7.12,P04,门店自提,1,40,36
O015876,E0202956,B0427,S013,5,2023-12-03,19.88,12.6,7.28,P01,小程序到家,1,29,19
O015877,E0202957,B2075,S003,1,2023-12-03,9.9,5.38,4.52,P04,门店自提,1,65,37
O015878,E0202980,B3563,S002,10,2023-12-03,9.9,3.3,6.6,P02,第三方外卖,1,60,47
O015879,E0203012,C4198,S036,13,2023-12-03,58.74,36.75,21.99,P01,门店自提,2,29,16
O015880,E0203036,B2293,S099,27,2023-12-04,12.65,6.24,6.41,P05,App到家,1,39,32
O015881,E0203040,C2527,S013,37,2023-12-04,58.92,37.8,21.12,P01,门店自提,3,20,14
O015882,E0203053,B2135,S011,37,2023-12-04,25.09,18.87,6.22,P07,App到家,2,25,25
O015883,E0203056,C5654,S075,40,2023-12-04,34.77,22.55,12.22,P01,小程序到家,1,14,15
O015884,E0203059,B3541,S064,8,2023-12-04,18.66,9.88,8.78,P01,小程序到家,1,44,34
O015885,E0203070,C5338,S049,6,2023-12-04,22.45,11.97,10.48,P04,App到家,1,65,58
O015886,E0203077,B1263,S002,3,2023-12-04,9.9,3.3,6.6,P06,小程序到家,1,21,11
O015887,E0203125,B0064,S026,14,2023-12-04,24.09,14.84,9.25,P01,App到家,1,40,34
O015888,E0203133,C4751,S052,33,2023-12-04,18.69,10.36,8.33,P08,门店自提,1,30,28
O015889,E0203146,C3064,S082,12,2023-12-04,33.22,15.82,17.4,P01,App到家,2,39,30
O015890,E0203177,C3135,S040,25,2023-12-04,18.33,10.3,8.03,P01,App到家,1,15,17
O015891,E0203203,C2672,S034,36,2023-12-04,18.44,11.45,6.99,P04,小程序到家,1,14,13
O015892,E0203225,C9670,S077,36,2023-12-04,19.69,11.77,7.92,P05,小程序到家,1,30,17
O015893,E0203233,B3895,S092,2,2023-12-04,9.9,2.33,7.57,P02,第三方外卖,1,13,10
O015894,E0203252,B4020,S074,21,2023-12-04,18.69,10.36,8.33,P02,小程序到家,1,22,19
O015895,E0203271,C3025,S001,7,2023-12-04,17.56,9.07,8.49,P01,第三方外卖,2,57,48
O015896,E0203282,C0153,S090,4,2023-12-04,26.83,15.81,11.02,P01,App到家,1,31,21
O015897,E0203284,C9756,S021,2,2023-12-04,63.68,43.46,20.22,P02,第三方外卖,2,17,10
O015898,E0203300,C6363,S069,5,2023-12-04,29.61,17.4,12.21,P02,门店堂食,1,30,27
O015899,E0203302,C1202,S096,18,2023-12-04,14.69,7.7,6.99,P01,App到家,1,22,23
O015900,E0203305,C9006,S058,16,2023-12-04,39.46,23.76,15.7,P04,App到家,2,30,18
O015901,E0203306,C2103,S018,36,2023-12-04,36.52,20.61,15.91,P02,门店自提,2,18,15
O015902,E0203312,C5885,S065,16,2023-12-04,31.44,16.48,14.96,P05,App到家,2,22,12
O015903,E0203318,B2211,S070,21,2023-12-04,22.71,13.08,9.63,P01,门店堂食,1,38,26
O015904,E0203326,B1689,S086,19,2023-12-04,59.62,36.48,23.14,P06,门店自提,2,55,33
O015905,E0203361,B2553,S096,24,2023-12-04,14.81,7.7,7.11,P02,门店自提,1,23,26
O015906,E0203373,B0468,S070,2,2023-12-04,22.05,13.08,8.97,P08,小程序到家,1,21,18
O015907,E0203407,B1319,S010,19,2023-12-04,9.9,5.67,4.23,P06,小程序到家,1,23,14
O015908,E0203408,C0844,S023,20,2023-12-04,43.62,28.89,14.73,P01,门店自提,2,15,18
O015909,E0203409,C0169,S076,14,2023-12-04,32.8,18.36,14.44,P03,App到家,2,26,25
O015910,E0203430,B1383,S011,16,2023-12-04,12.32,9.44,2.88,P07,App到家,1,19,10
O015911,E0203437,B0463,S045,26,2023-12-04,71.0,44.0,27.0,P06,第三方外卖,2,37,22
O015912,E0203452,A518,S084,39,2023-12-04,34.26,20.8,13.46,P03,App到家,1,30,26
O015913,E0203477,B2149,S057,9,2023-12-04,24.8,14.04,10.76,P02,小程序到家,1,20,17
O015914,E0203479,C8232,S013,1,2023-12-04,19.12,12.6,6.52,P01,门店自提,1,23,26
O015915,E0203489,B0287,S019,6,2023-12-04,26.8,19.61,7.19,P03,App到家,1,52,49
O015916,E0203531,C5963,S058,6,2023-12-04,15.76,11.88,3.88,P07,App到家,1,15,10
O015917,E0203541,B0529,S044,7,2023-12-04,29.64,17.99,11.65,P01,App到家,1,65,43
O015918,E0203556,C9081,S027,26,2023-12-04,31.54,22.42,9.12,P03,App到家,1,16,20
O015919,E0203564,C5491,S001,40,2023-12-04,9.9,4.54,5.36,P02,App到家,1,30,27
O015920,E0203569,C1832,S064,11,2023-12-04,18.89,9.88,9.01,P05,App到家,1,47,32
O015921,E0203586,B1237,S082,21,2023-12-04,31.54,15.82,15.72,P01,小程序到家,2,12,14
O015922,E0203597,C4248,S020,8,2023-12-04,35.69,23.54,12.15,P05,小程序到家,1,66,47
O015923,E0203621,C9344,S072,20,2023-12-04,54.72,35.59,19.13,P01,门店自提,3,26,17
O015924,E0203635,B3279,S079,12,2023-12-05,9.9,3.58,6.32,P08,App到家,1,23,22
O015925,E0203665,C2444,S074,22,2023-12-05,9.9,10.36,-0.46,P06,第三方外卖,1,46,43
O015926,E0203671,C8934,S025,1,2023-12-05,19.16,12.08,7.08,P02,小程序到家,1,51,33
O015927,E0203673,A192,S008,26,2023-12-05,9.9,3.99,5.91,P04,小程序到家,1,63,56
O015928,E0203678,B0770,S097,26,2023-12-05,26.09,14.56,11.53,P01,小程序到家,1,13,10
O015929,E0203681,C2472,S092,8,2023-12-05,9.9,2.33,7.57,P05,门店自提,1,18,18
O015930,E0203692,B2352,S075,14,2023-12-05,36.48,22.55,13.93,P01,小程序到家,1,13,10
O015931,E0203705,B0664,S090,17,2023-12-05,26.18,15.81,10.37,P04,App到家,1,18,19
O015932,E0203726,C8279,S023,28,2023-12-05,22.04,14.45,7.59,P03,第三方外卖,1,15,13
O015933,E0203729,C2721,S045,18,2023-12-05,34.98,22.0,12.98,P01,App到家,1,18,13
O015934,E0203733,C6006,S100,8,2023-12-05,12.18,20.17,-7.99,P06,小程序到家,1,54,37
O015935,E0203741,B2678,S045,17,2023-12-05,33.32,22.0,11.32,P03,小程序到家,1,30,24
O015936,E0203744,B2780,S029,4,2023-12-05,39.27,27.84,11.43,P05,第三方外卖,1,20,17
O015937,E0203786,C2910,S068,6,2023-12-05,12.41,7.15,5.26,P01,门店自提,1,60,43
O015938,E0203796,C7861,S047,36,2023-12-05,12.8,5.89,6.91,P01,小程序到家,1,15,10
O015939,E0203826,B1037,S020,38,2023-12-05,34.35,23.54,10.81,P01,门店自提,1,21,19
O015940,E0203854,C6429,S057,32,2023-12-05,23.75,14.04,9.71,P01,小程序到家,1,27,27
O015941,E0203868,B0781,S070,11,2023-12-05,66.69,39.24,27.45,P01,小程序到家,3,24,12
O015942,E0203875,B1537,S026,14,2023-12-05,48.58,29.68,18.9,P02,门店堂食,2,13,10
O015943,E0203881,B0758,S034,34,2023-12-05,18.29,11.45,6.84,P03,门店堂食,1,26,14
O015944,E0203882,B3209,S074,1,2023-12-05,18.2,10.36,7.84,P01,第三方外卖,1,43,44
O015945,E0203893,B0164,S023,11,2023-12-05,67.35,43.34,24.01,P02,门店自提,3,13,13
O015946,E0203895,B2313,S091,7,2023-12-05,9.9,3.52,6.38,P05,App到家,1,20,19
O015947,E0203926,C0950,S047,18,2023-12-05,12.87,5.89,6.98,P01,小程序到家,1,30,26
O015948,E0203929,B3905,S090,6,2023-12-05,51.2,31.61,19.59,P02,第三方外卖,2,13,10
O015949,E0203935,B0474,S092,3,2023-12-05,9.9,4.66,5.24,P03,小程序到家,2,27,25
O015950,E0203937,B2725,S085,6,2023-12-05,24.74,13.39,11.35,P03,第三方外卖,2,62,39
O015951,E0203939,C9589,S088,40,2023-12-05,16.7,9.63,7.07,P01,小程序到家,1,20,11
O015952,E0203965,C7988,S047,36,2023-12-05,12.15,5.89,6.26,P03,App到家,1,28,25
O015953,E0203968,B3047,S077,31,2023-12-05,19.57,11.77,7.8,P05,App到家,1,29,18
O015954,E0203973,B1883,S033,6,2023-12-05,22.29,13.91,8.38,P01,门店堂食,1,27,29
O015955,E0203980,C8132,S072,27,2023-12-05,16.08,23.73,-7.65,P06,小程序到家,2,29,30
O015956,E0203987,B3553,S065,2,2023-12-05,15.89,8.24,7.65,P01,门店自提,1,52,36
O015957,E0204013,C4739,S015,1,2023-12-05,64.68,46.36,18.32,P03,App到家,1,48,37
O015958,E0204030,B1088,S075,2,2023-12-05,70.8,45.1,25.7,P02,App到家,2,26,21
O015959,E0204039,B1069,S078,38,2023-12-05,18.86,9.79,9.07,P06,App到家,1,30,26
O015960,E0204059,B0131,S033,23,2023-12-05,21.03,13.91,7.12,P02,App到家,1,17,17
O015961,E0204081,B1761,S043,20,2023-12-05,78.66,48.4,30.26,P01,小程序到家,2,27,24
O015962,E0204083,C6919,S069,21,2023-12-05,28.74,17.4,11.34,P01,门店自提,1,23,15
O015963,E0204133,C5725,S024,5,2023-12-05,18.72,11.66,7.06,P01,App到家,1,25,10
O015964,E0204147,B3911,S009,25,2023-12-05,9.9,4.29,5.61,P02,门店自提,1,70,44
O015965,E0204161,C9000,S048,30,2023-12-05,18.0,8.96,9.04,P03,App到家,1,12,10
O015966,E0204196,C6762,S036,19,2023-12-05,29.38,18.38,11.0,P02,App到家,1,62,37
O015967,E0204198,C5778,S027,12,2023-12-05,63.24,44.85,18.39,P03,小程序到家,2,22,16
O015968,E0204235,B0515,S065,12,2023-12-05,15.25,8.24,7.01,P01,门店自提,1,22,19
O015969,E0204264,A504,S026,24,2023-12-06,47.52,29.68,17.84,P02,App到家,2,18,13
O015970,E0204267,B2885,S003,11,2023-12-06,29.31,16.13,13.18,P08,App到家,3,19,17
O015971,E0204279,C3852,S046,5,2023-12-06,26.3,19.44,6.86,P07,小程序到家,1,27,14
O015972,E0204302,B2359,S042,8,2023-12-06,15.11,8.93,6.18,P05,App到家,1,15,10
O015973,E0204311,C1849,S076,7,2023-12-06,16.7,9.18,7.52,P01,App到家,1,15,14
O015974,E0204337,C5720,S015,24,2023-12-06,117.34,92.72,24.62,P03,小程序到家,2,18,18
